acquisition_id,user_id,channel,campaign_name,utm_source,utm_medium,acquisition_date,acquisition_cost
80950,11950,Organic Search,Q3_Saturation_Test_25,google,organic,2025-08-21,21.77
80951,11951,Referral,Q3_Retention_Push_25,referral,referral,2025-08-17,8.69
80952,11952,Direct,Q3_Saturation_Test_25,direct,none,2025-08-18,11.87
80953,11953,Referral,Q3_Saturation_Test_25,referral,referral,2025-08-17,4.43
80954,11954,Organic Search,Q3_Retention_Push_25,google,organic,2025-08-16,7.85
80955,11955,Paid Social,Q3_Saturation_Test_25,instagram,cpc,2025-08-08,31.62
80956,11956,Referral,Q3_Saturation_Test_25,referral,referral,2025-08-22,22.04
80957,11957,Referral,Q3_Saturation_Test_25,referral,referral,2025-08-06,11.78
80958,11958,Organic Search,Q3_Retention_Push_25,google,organic,2025-08-20,20.92
80959,11959,Paid Social,Q3_Retention_Push_25,facebook,cpc,2025-08-15,72.95
80960,11960,Referral,Q3_Retention_Push_25,referral,referral,2025-08-09,5.1
80961,11961,Direct,Q3_Retention_Push_25,direct,none,2025-08-22,10.1
80962,11962,Paid Social,Q3_Saturation_Test_25,instagram,cpc,2025-08-07,29.9
80963,11963,Organic Search,Q3_Retention_Push_25,google,organic,2025-08-19,11.99
80964,11964,Referral,Q3_Saturation_Test_25,referral,referral,2025-08-05,7.28
80965,11965,Organic Search,Q3_Retention_Push_25,google,organic,2025-08-05,20.47
80966,11966,Direct,Q3_Retention_Push_25,direct,none,2025-08-17,6.91
80967,11967,Direct,Q3_Saturation_Test_25,direct,none,2025-08-31,22.54
80968,11968,Organic Search,Q3_Saturation_Test_25,google,organic,2025-08-09,0.69
80969,11969,Direct,Q3_Retention_Push_25,direct,none,2025-08-03,13.19
80970,11970,Paid Social,Q3_Saturation_Test_25,facebook,cpc,2025-08-01,43.17
80971,11971,Paid Social,Q3_Retention_Push_25,facebook,cpc,2025-08-13,70.38
80972,11972,Referral,Q3_Retention_Push_25,referral,referral,2025-08-22,5.34
80973,11973,Paid Social,Q3_Saturation_Test_25,facebook,cpc,2025-08-21,74.44
80974,11974,Organic Search,Q3_Saturation_Test_25,google,organic,2025-08-05,1.34
80975,11975,Paid Social,Q3_Saturation_Test_25,facebook,cpc,2025-08-26,37.57
80976,11976,Referral,Q3_Saturation_Test_25,referral,referral,2025-08-03,4.25
80977,11977,paid_social,Q3_Saturation_Test_25,instagram,cpc,2025-08-15,55.41
80978,11978,Organic Search,Q3_Saturation_Test_25,google,organic,2025-08-27,8.35
80979,11979,Organic Search,Q3_Retention_Push_25,google,organic,2025-08-23,12.85
80980,11980,Paid Social,Q3_Saturation_Test_25,instagram,cpc,2025-08-22,37.69
80981,11981,Paid Social,Q3_Saturation_Test_25,instagram,cpc,2025-08-10,45.52
80982,11982,Referral,Q3_Saturation_Test_25,referral,referral,2025-08-24,16.82
80983,11983,Paid Social,Q3_Saturation_Test_25,instagram,cpc,2025-08-12,70.04
80984,11984,Organic Search,Q3_Retention_Push_25,google,organic,2025-08-08,8.96
80985,11985,Paid Social,Q3_Retention_Push_25,facebook,cpc,2025-08-14,53.21
80986,11986,Direct,Q3_Retention_Push_25,direct,none,2025-08-20,11.2
80987,11987,Paid Social,Q3_Saturation_Test_25,instagram,cpc,2025-08-07,59.9
80988,11988,Direct,Q3_Saturation_Test_25,direct,none,2025-08-29,12.8
80989,11989,Organic Search,Q3_Retention_Push_25,google,organic,2025-08-25,16.93
80990,11990,Direct,Q3_Saturation_Test_25,direct,none,2025-08-07,8.28
80991,11991,Paid Social,Q3_Saturation_Test_25,facebook,cpc,2025-08-05,27.04
80992,11992,Direct,Q3_Retention_Push_25,direct,none,2025-08-03,18.25
80993,11993,paid_social,Q3_Retention_Push_25,facebook,cpc,2025-08-11,55.35
80994,11994,Referral,Q3_Retention_Push_25,referral,referral,2025-08-03,7.49
80995,11995,Direct,Q3_Saturation_Test_25,direct,none,2025-08-28,21.06
80996,11996,Paid Social,Q3_Retention_Push_25,instagram,cpc,2025-08-28,47.49
80997,11997,Organic Search,Q3_Retention_Push_25,google,organic,2025-08-26,21.5
80998,11998,Referral,Q3_Retention_Push_25,referral,referral,2025-08-09,21.97
80999,11999,Paid Social,Q3_Saturation_Test_25,facebook,cpc,2025-08-22,30.15
81000,12000,Paid Social,Q3_Saturation_Test_25,facebook,cpc,2025-08-15,46.42
81001,12001,Direct,Q3_Retention_Push_25,direct,none,2025-09-14,21.64
81002,12002,Paid Social,Q3_Saturation_Test_25,instagram,cpc,2025-09-14,24.92
81003,12003,Paid Social,Q3_Saturation_Test_25,facebook,cpc,2025-09-11,17.95
81004,12004,Paid Social,Q3_Retention_Push_25,facebook,cpc,2025-09-09,3.17
81005,12005,Organic Search,Q3_Saturation_Test_25,google,organic,2025-09-06,4.95
81006,12006,Paid Social,Q3_Saturation_Test_25,instagram,cpc,2025-09-11,51.33
81007,12007,Organic Search,Q3_Retention_Push_25,google,organic,2025-08-31,10.26
81008,12008,Direct,Q3_Saturation_Test_25,direct,none,2025-09-09,17.44
81009,12009,Referral,Q3_Retention_Push_25,referral,referral,2025-09-27,7.82
81010,12010,Referral,Q3_Saturation_Test_25,referral,referral,2025-09-02,10.97
81011,12011,Paid Social,Q3_Retention_Push_25,instagram,cpc,2025-09-19,52.26
81012,12012,Direct,Q3_Retention_Push_25,direct,none,2025-08-30,17.71
81013,12013,Direct,Q3_Retention_Push_25,direct,none,2025-09-23,11.71
81014,12014,Referral,Q3_Saturation_Test_25,referral,referral,2025-09-06,6.25
81015,12015,Paid Social,Q3_Retention_Push_25,facebook,cpc,2025-09-21,35.0
81016,12016,Paid Social,Q3_Saturation_Test_25,facebook,cpc,2025-09-13,63.47
81017,12017,Paid Social,Q3_Saturation_Test_25,instagram,cpc,2025-09-23,37.84
81018,12018,Paid Social,Q3_Retention_Push_25,facebook,cpc,2025-09-20,25.47
81019,12019,Direct,Q3_Saturation_Test_25,direct,none,2025-09-16,22.98
81020,12020,Referral,Q3_Retention_Push_25,referral,referral,2025-09-20,7.7
81021,12021,Organic Search,Q3_Retention_Push_25,google,organic,2025-09-27,1.28
81022,12022,Organic Search,Q3_Retention_Push_25,google,organic,2025-09-16,1.55
81023,12023,Organic Search,Q3_Saturation_Test_25,google,organic,2025-09-03,19.25
81024,12024,Paid Social,Q3_Retention_Push_25,instagram,cpc,2025-09-01,64.3
81025,12025,Organic Search,Q3_Saturation_Test_25,google,organic,2025-09-15,14.14
81026,12026,Paid Social,Q3_Retention_Push_25,instagram,cpc,2025-09-10,12.04
81027,12027,Paid Social,Q3_Retention_Push_25,instagram,cpc,2025-09-19,41.64
81028,12028,Direct,Q3_Saturation_Test_25,direct,none,2025-09-20,19.49
81029,12029,Organic Search,Q3_Retention_Push_25,google,organic,2025-09-04,11.89
81030,12030,Organic Search,Q3_Retention_Push_25,google,organic,2025-09-23,19.32
81031,12031,Direct,Q3_Saturation_Test_25,direct,none,2025-09-29,13.26
81032,12032,Organic Search,Q3_Saturation_Test_25,google,organic,2025-09-09,18.06
81033,12033,Paid Social,Q3_Retention_Push_25,facebook,cpc,2025-09-28,47.96
81034,12034,Direct,Q3_Retention_Push_25,direct,none,2025-09-25,8.1
81035,12035,Paid Social,Q3_Retention_Push_25,instagram,cpc,2025-09-11,52.51
81036,12036,Paid Social,Q3_Retention_Push_25,facebook,cpc,2025-09-21,36.17
81037,12037,Referral,Q3_Saturation_Test_25,referral,referral,2025-09-25,7.13
81038,12038,Referral,Q3_Retention_Push_25,referral,referral,2025-09-25,14.13
81039,12039,Organic Search,Q3_Saturation_Test_25,google,organic,2025-09-11,5.17
81040,12040,paid social,Q3_Saturation_Test_25,instagram,cpc,2025-09-17,40.14
81041,12041,Organic Search,Q3_Saturation_Test_25,google,organic,2025-09-15,6.15
81042,12042,Organic Search,Q3_Saturation_Test_25,google,organic,2025-09-12,6.28
81043,12043,Paid Social,Q3_Saturation_Test_25,facebook,cpc,2025-09-19,34.43
81044,12044,Paid Social,Q3_Saturation_Test_25,facebook,cpc,2025-09-28,55.23
81045,12045,Organic Search,Q3_Retention_Push_25,google,organic,2025-08-30,0.96
81046,12046,Referral,Q3_Retention_Push_25,referral,referral,2025-09-28,17.18
81047,12047,Paid Social,Q3_Retention_Push_25,instagram,cpc,2025-09-09,51.07
81048,12048,Referral,Q3_Saturation_Test_25,referral,referral,2025-09-23,10.09
81049,12049,Organic Search,Q3_Retention_Push_25,google,organic,2025-09-03,6.03
81050,12050,Paid Social,Q3_Retention_Push_25,instagram,cpc,2025-09-26,46.65
81051,12051,Referral,Q3_Retention_Push_25,referral,referral,2025-09-11,5.39
81052,12052,Paid Social,Q3_Saturation_Test_25,instagram,cpc,2025-09-27,43.85
81053,12053,Direct,Q3_Saturation_Test_25,direct,none,2025-09-11,13.81
81054,12054,Organic Search,Q3_Saturation_Test_25,google,organic,2025-09-20,12.38
81055,12055,Paid Social,Q3_Retention_Push_25,instagram,cpc,2025-09-16,5.85
81056,12056,Direct,Q3_Retention_Push_25,direct,none,2025-09-04,3.78
81057,12057,Organic Search,Q3_Saturation_Test_25,google,organic,2025-09-05,5.55
81058,12058,Direct,Q3_Retention_Push_25,direct,none,2025-09-14,21.85
81059,12059,organic search,Q3_Retention_Push_25,google,organic,2025-09-14,18.57
81060,12060,Direct,Q3_Retention_Push_25,direct,none,2025-09-16,20.59
81061,12061,Paid Social,Q3_Saturation_Test_25,facebook,cpc,2025-09-23,46.8
81062,12062,Organic Search,Q3_Retention_Push_25,google,organic,2025-09-21,10.1
81063,12063,Organic Search,Q3_Saturation_Test_25,google,organic,2025-09-02,14.51
81064,12064,Referral,Q3_Retention_Push_25,referral,referral,2025-09-14,16.75
81065,12065,Referral,Q3_Retention_Push_25,referral,referral,2025-09-05,22.5
81066,12066,Organic Search,Q3_Saturation_Test_25,google,organic,2025-09-15,8.86
81067,12067,paid social,Q3_Saturation_Test_25,instagram,cpc,2025-09-16,70.4
81068,12068,Organic Search,Q3_Saturation_Test_25,google,organic,2025-09-27,14.19
81069,12069,Direct,Q3_Saturation_Test_25,direct,none,2025-09-11,20.3
81070,12070,Paid Social,Q3_Retention_Push_25,facebook,cpc,2025-09-14,74.28
81071,12071,Referral,Q3_Retention_Push_25,referral,referral,2025-09-13,15.07
81072,12072,Direct,Q3_Retention_Push_25,direct,none,2025-09-04,20.17
81073,12073,Organic Search,Q3_Saturation_Test_25,google,organic,2025-08-31,10.95
81074,12074,Organic Search,Q3_Retention_Push_25,google,organic,2025-09-19,21.92
81075,12075,Referral,Q3_Saturation_Test_25,referral,referral,2025-09-10,2.36
81076,12076,organic_search,Q3_Saturation_Test_25,google,organic,2025-09-09,15.45
81077,12077,Paid Social,Q3_Saturation_Test_25,facebook,cpc,2025-09-28,55.59
81078,12078,Direct,Q3_Retention_Push_25,direct,none,2025-09-08,17.74
81079,12079,Paid Social,Q3_Retention_Push_25,instagram,cpc,2025-09-26,71.32
81080,12080,Organic Search,Q3_Retention_Push_25,google,organic,2025-09-18,18.39
81081,12081,Paid Social,Q3_Saturation_Test_25,facebook,cpc,2025-09-08,1.18
81082,12082,Direct,Q3_Retention_Push_25,direct,none,2025-09-28,12.82
81083,12083,Referral,Q3_Retention_Push_25,referral,referral,2025-09-18,9.3
81084,12084,Direct,Q3_Saturation_Test_25,direct,none,2025-09-07,2.54
81085,12085,Paid Social,Q3_Saturation_Test_25,instagram,cpc,2025-09-13,61.2
81086,12086,Paid Social,Q3_Retention_Push_25,instagram,cpc,2025-09-09,63.86
81087,12087,Referral,Q3_Retention_Push_25,referral,referral,2025-09-26,19.42
81088,12088,Direct,Q3_Retention_Push_25,direct,none,2025-09-12,3.82
81089,12089,Paid Social,Q3_Saturation_Test_25,facebook,cpc,2025-08-30,60.96
81090,12090,organic_search,Q3_Saturation_Test_25,google,organic,2025-09-19,12.17
81091,12091,Direct,Q3_Saturation_Test_25,direct,none,2025-09-21,13.0
81092,12092,Direct,Q3_Saturation_Test_25,direct,none,2025-09-11,17.57
81093,12093,Organic Search,Q3_Saturation_Test_25,google,organic,2025-09-27,5.1
81094,12094,Direct,Q3_Retention_Push_25,direct,none,2025-09-13,4.73
81095,12095,Paid Social,Q3_Retention_Push_25,instagram,cpc,2025-09-06,4.63
81096,12096,Referral,Q3_Retention_Push_25,referral,referral,2025-09-19,9.94
81097,12097,Direct,Q3_Retention_Push_25,direct,none,2025-09-01,5.35
81098,12098,Referral,Q3_Saturation_Test_25,referral,referral,2025-09-27,1.32
81099,12099,Paid Social,Q3_Retention_Push_25,instagram,cpc,2025-09-20,40.01
81100,12100,Paid Social,Q3_Saturation_Test_25,instagram,cpc,2025-09-07,14.2
81101,12101,Organic Search,Q3_Saturation_Test_25,google,organic,2025-09-01,18.26
81102,12102,Organic Search,Q3_Saturation_Test_25,google,organic,2025-09-15,18.99
81103,12103,Paid Social,Q3_Retention_Push_25,instagram,cpc,2025-09-18,50.23
81104,12104,Direct,Q3_Retention_Push_25,direct,none,2025-09-21,4.48
81105,12105,Paid Social,Q3_Retention_Push_25,facebook,cpc,2025-09-09,51.38
81106,12106,Paid Social,Q3_Saturation_Test_25,instagram,cpc,2025-09-04,29.73
81107,12107,Referral,Q3_Retention_Push_25,referral,referral,2025-09-12,7.6
81108,12108,Paid Social,Q3_Retention_Push_25,facebook,cpc,2025-09-22,57.29
81109,12109,Referral,Q3_Saturation_Test_25,referral,referral,2025-09-27,15.3
81110,12110,Organic Search,Q3_Retention_Push_25,google,organic,2025-09-10,15.06
81111,12111,Organic Search,Q3_Saturation_Test_25,google,organic,2025-09-01,4.63
81112,12112,Paid Social,Q3_Retention_Push_25,instagram,cpc,2025-09-04,71.98
81113,12113,Organic Search,Q3_Saturation_Test_25,google,organic,2025-09-17,19.36
81114,12114,Referral,Q3_Saturation_Test_25,referral,referral,2025-08-30,11.54
81115,12115,Direct,Q3_Retention_Push_25,direct,none,2025-09-19,10.69
81116,12116,Paid Social,Q3_Saturation_Test_25,facebook,cpc,2025-08-31,46.3
81117,12117,Paid Social,Q3_Retention_Push_25,facebook,cpc,2025-09-11,4.82
81118,12118,Paid Social,Q3_Retention_Push_25,instagram,cpc,2025-09-23,3.5
81119,12119,Direct,Q3_Retention_Push_25,direct,none,2025-09-15,5.97
81120,12120,Organic Search,Q3_Retention_Push_25,google,organic,2025-09-21,18.85
81121,12121,Organic Search,Q3_Saturation_Test_25,google,organic,2025-09-09,19.92
81122,12122,Referral,Q3_Saturation_Test_25,referral,referral,2025-09-23,18.05
81123,12123,Organic Search,Q3_Saturation_Test_25,google,organic,2025-09-10,4.86
81124,12124,Organic Search,Q3_Saturation_Test_25,google,organic,2025-09-20,14.54
81125,12125,paid_social,Q3_Retention_Push_25,facebook,cpc,2025-09-28,65.67
81126,12126,Direct,Q3_Retention_Push_25,direct,none,2025-09-10,21.32
81127,12127,Organic Search,Q3_Retention_Push_25,google,organic,2025-09-05,2.85
81128,12128,Referral,Q3_Saturation_Test_25,referral,referral,2025-09-28,20.78
81129,12129,Paid Social,Q3_Saturation_Test_25,facebook,cpc,2025-09-19,27.27
81130,12130,Paid Social,Q3_Retention_Push_25,facebook,cpc,2025-09-24,14.85
81131,12131,Paid Social,Q3_Saturation_Test_25,facebook,cpc,2025-09-09,37.07
81132,12132,Direct,Q3_Retention_Push_25,direct,none,2025-09-11,6.75
81133,12133,Organic Search,Q3_Saturation_Test_25,google,organic,2025-09-02,4.0
81134,12134,paid_social,Q3_Saturation_Test_25,instagram,cpc,2025-09-21,73.54
81135,12135,Paid Social,Q3_Saturation_Test_25,facebook,cpc,2025-09-23,33.32
81136,12136,Paid Social,Q3_Retention_Push_25,facebook,cpc,2025-09-25,71.58
81137,12137,Organic Search,Q3_Saturation_Test_25,google,organic,2025-09-06,17.85
81138,12138,Paid Social,Q3_Retention_Push_25,instagram,cpc,2025-09-12,10.08
81139,12139,Organic Search,Q3_Saturation_Test_25,google,organic,2025-09-12,12.04
81140,12140,Referral,Q3_Retention_Push_25,referral,referral,2025-09-03,21.64
81141,12141,Organic Search,Q3_Saturation_Test_25,google,organic,2025-09-01,10.2
81142,12142,Direct,Q3_Retention_Push_25,direct,none,2025-09-10,20.05
81143,12143,Organic Search,Q3_Saturation_Test_25,google,organic,2025-09-14,19.67
81144,12144,Paid Social,Q3_Saturation_Test_25,facebook,cpc,2025-09-27,58.09
81145,12145,Referral,Q3_Saturation_Test_25,referral,referral,2025-09-25,9.34
81146,12146,Paid Social,Q3_Saturation_Test_25,instagram,cpc,2025-09-21,1.36
81147,12147,Referral,Q3_Retention_Push_25,referral,referral,2025-09-26,1.97
81148,12148,Referral,Q3_Saturation_Test_25,referral,referral,2025-09-24,16.15
81149,12149,paid social,Q3_Saturation_Test_25,facebook,cpc,2025-09-14,31.78
81150,12150,Paid Social,Q3_Retention_Push_25,facebook,cpc,2025-09-26,20.68
81151,12151,Paid Social,Q3_Retention_Push_25,instagram,cpc,2025-09-27,22.03
81152,12152,Organic Search,Q3_Retention_Push_25,google,organic,2025-09-04,15.8
81153,12153,Organic Search,Q3_Saturation_Test_25,google,organic,2025-09-09,13.98
81154,12154,Referral,Q3_Retention_Push_25,referral,referral,2025-09-30,10.14
81155,12155,Referral,Q3_Retention_Push_25,referral,referral,2025-08-29,3.63
81156,12156,Organic Search,Q3_Retention_Push_25,google,organic,2025-09-14,15.72
81157,12157,Paid Social,Q3_Retention_Push_25,facebook,cpc,2025-09-10,11.74
81158,12158,Referral,Q3_Saturation_Test_25,referral,referral,2025-09-23,14.47
81159,12159,Organic Search,Q3_Saturation_Test_25,google,organic,2025-09-28,1.72
81160,12160,Organic Search,Q3_Saturation_Test_25,google,organic,2025-09-09,5.67
81161,12161,Direct,Q3_Saturation_Test_25,direct,none,2025-09-04,0.53
81162,12162,Direct,Q3_Retention_Push_25,direct,none,2025-09-08,4.4
81163,12163,Organic Search,Q3_Saturation_Test_25,google,organic,2025-09-19,11.08
81164,12164,Paid Social,Q3_Saturation_Test_25,instagram,cpc,2025-09-08,60.17
81165,12165,Direct,Q3_Retention_Push_25,direct,none,2025-09-20,15.75
81166,12166,Organic Search,Q3_Saturation_Test_25,google,organic,2025-09-08,8.13
81167,12167,Organic Search,Q3_Saturation_Test_25,google,organic,2025-09-22,3.17
81168,12168,Paid Social,Q3_Saturation_Test_25,instagram,cpc,2025-08-30,35.74
81169,12169,Paid Social,Q3_Saturation_Test_25,facebook,cpc,2025-09-11,51.96
81170,12170,Paid Social,Q3_Saturation_Test_25,instagram,cpc,2025-09-10,57.17
81171,12171,Organic Search,Q3_Retention_Push_25,google,organic,2025-09-16,8.46
81172,12172,Direct,Q3_Saturation_Test_25,direct,none,2025-09-17,18.05
81173,12173,Paid Social,Q3_Saturation_Test_25,instagram,cpc,2025-09-22,59.97
81174,12174,Organic Search,Q3_Saturation_Test_25,google,organic,2025-09-26,15.1
81175,12175,Direct,Q3_Retention_Push_25,direct,none,2025-09-23,6.5
81176,12176,Organic Search,Q3_Retention_Push_25,google,organic,2025-09-02,6.35
81177,12177,Direct,Q3_Saturation_Test_25,direct,none,2025-09-18,5.97
81178,12178,Referral,Q3_Saturation_Test_25,referral,referral,2025-08-30,5.44
81179,12179,Paid Social,Q3_Saturation_Test_25,facebook,cpc,2025-09-10,45.11
81180,12180,Direct,Q3_Saturation_Test_25,direct,none,2025-09-18,21.8
81181,12181,Paid Social,Q3_Saturation_Test_25,instagram,cpc,2025-09-09,74.64
81182,12182,Organic Search,Q3_Retention_Push_25,google,organic,2025-09-19,10.32
81183,12183,Referral,Q3_Retention_Push_25,referral,referral,2025-09-21,8.19
81184,12184,Referral,Q3_Saturation_Test_25,referral,referral,2025-09-16,10.75
81185,12185,Organic Search,Q3_Retention_Push_25,google,organic,2025-09-15,20.43
81186,12186,Referral,Q3_Retention_Push_25,referral,referral,2025-09-28,0.5
81187,12187,Organic Search,Q3_Retention_Push_25,google,organic,2025-09-17,7.73
81188,12188,Direct,Q3_Retention_Push_25,direct,none,2025-09-07,22.96
81189,12189,organic_search,Q3_Saturation_Test_25,google,organic,2025-09-18,8.65
81190,12190,Organic Search,Q3_Saturation_Test_25,google,organic,2025-09-15,13.0
81191,12191,Paid Social,Q3_Saturation_Test_25,facebook,cpc,2025-08-29,35.93
81192,12192,Referral,Q3_Saturation_Test_25,referral,referral,2025-09-25,18.53
81193,12193,Paid Social,Q3_Saturation_Test_25,facebook,cpc,2025-09-23,37.14
81194,12194,Paid Social,Q3_Retention_Push_25,instagram,cpc,2025-09-17,69.78
81195,12195,Organic Search,Q3_Saturation_Test_25,google,organic,2025-09-21,13.83
81196,12196,Paid Social,Q3_Retention_Push_25,instagram,cpc,2025-09-16,7.69
81197,12197,paid social,Q3_Retention_Push_25,instagram,cpc,2025-09-08,7.82
81198,12198,Organic Search,Q3_Retention_Push_25,google,organic,2025-09-25,19.81
81199,12199,Organic Search,Q3_Retention_Push_25,google,organic,2025-09-17,1.33
81200,12200,Referral,Q3_Saturation_Test_25,referral,referral,2025-09-10,18.72
81201,12201,Organic Search,Q3_Retention_Push_25,google,organic,2025-09-19,20.44
81202,12202,Direct,Q3_Retention_Push_25,direct,none,2025-09-04,6.02
81203,12203,Direct,Q3_Saturation_Test_25,direct,none,2025-09-08,5.9
81204,12204,Organic Search,Q3_Retention_Push_25,google,organic,2025-09-04,10.14
81205,12205,Paid Social,Q3_Saturation_Test_25,instagram,cpc,2025-09-03,44.18
81206,12206,Referral,Q3_Saturation_Test_25,referral,referral,2025-09-24,3.67
81207,12207,Direct,Q3_Retention_Push_25,direct,none,2025-09-14,5.84
81208,12208,Paid Social,Q3_Saturation_Test_25,instagram,cpc,2025-09-26,17.96
81209,12209,Paid Social,Q3_Retention_Push_25,facebook,cpc,2025-09-19,52.12
81210,12210,Direct,Q3_Retention_Push_25,direct,none,2025-09-07,21.12
81211,12211,Referral,Q3_Retention_Push_25,referral,referral,2025-09-07,8.01
